"編號","名稱","資產淨值","資產淨值+ 殼價","市值","流通市值","理論價","現價","溢價/折讓","內資股(佔比)","最近3年盈利","CCASS頭5+ 非流通 ","券商數目","上市日","招股價","行業"
01498.hk,培力農本方,1.3億,4.3億,1.5億,1.1億,0.80,0.28,-65.75%,-,-1.8億,76.13%,146,2015/07/08,5.98,保健及生物科技
01536.hk,煜榮集團,1.1億,4.1億,1.5億,1.5億,0.91,0.41,-55.29%,-,-3.1千萬,75.34%,124,2017/01/11,1.15,工業
08073.hk,水發興業新材料,2.2億,3.2億,1.5億,4.0千萬,0.61,0.28,-55.02%,-,-1.1千萬,90.94%,82,2017/07/21,1.0,N/A
06080.hk,榮智控股,1.3億,4.3億,1.5億,1.5億,0.38,0.13,-66.21%,-,8.1百萬,80.86%,109,2017/10/20,0.52,建築及建築材料
08535.hk,熒德控股,1.6億,2.6億,1.5億,3.8千萬,0.22,0.13,-41.29%,-,6.2百萬,95.59%,68,2018/02/12,0.17,N/A
01750.hk,全達電器集團控股,1.7億,4.7億,1.5億,3.8千萬,0.26,0.08,-68.52%,-,1.4千萬,90.5%,97,2018/05/11,0.3,電子
01739.hk,齊屹科技,9.1億,12.1億,1.5億,1.5億,1.06,0.13,-88.12%,-,-3.1億,71.82%,81,2018/07/12,4.85,科技
01891.hk,興合控股,5.1千萬,3.5億,1.5億,1.3億,0.35,0.16,-54.45%,-,4.9千萬,83.77%,103,2019/03/15,0.5,工業
08635.hk,大象控股集團,1.2億,2.2億,1.5億,9.1千萬,0.40,0.26,-34.37%,-,-4.2千萬,76.58%,89,2019/05/02,0.53,N/A
08668.hk,瀛海集團,1.1千萬,1.1億,1.5億,1.5億,0.09,0.12,31.05%,-,-2.6千萬,95.19%,62,2019/09/26,0.24,N/A
01853.hk,春城熱力,12.8億,15.8億,1.5億,1.5億,3.38,1.25,-63.00%,-,3.3億,90.11%,62,2019/10/24,2.35,公用事業
06193.hk,泰林科建,2.4億,5.4億,1.5億,1.5億,1.34,0.37,-72.34%,-,-2.5千萬,92.26%,70,2019/12/18,1.3,建築及建築材料
09916.hk,興業物聯,6.3億,9.3億,1.5億,1.5億,2.34,0.37,-84.17%,-,1.4億,89.79%,119,2020/03/09,1.99,地產
01942.hk,馬可數字科技,12.9億,15.9億,1.5億,1.5億,0.77,0.08,-90.17%,-,-3.3億,61.13%,183,2020/04/15,1.0,金融證券
01162.hk,瑩嵐集團,7.1千萬,3.7億,1.5億,6.2千萬,0.62,0.25,-59.61%,-,-4.3千萬,78.78%,127,2017/10/25,0.46,其他
06968.hk,港龍中國地產,24.9億,27.9億,1.5億,1.3億,1.72,0.09,-94.89%,-,-19.8億,76.16%,122,2020/07/15,3.93,地產
09600.hk,新紐科技,6.7億,9.7億,1.5億,1.4億,0.97,0.14,-85.41%,-,-3.8億,76.3%,201,2021/01/06,4.36,科技
01855.hk,中慶股份,7.9億,10.9億,1.5億,3.4千萬,1.32,0.19,-85.85%,-,2.2億,93.81%,103,2021/01/06,2.0,建築及建築材料
08529.hk,優博控股,8.4千萬,1.8億,1.5億,9.6千萬,0.36,0.29,-18.89%,-,-5.3百萬,91.03%,101,2024/06/03,0.5,N/A
00094.hk,綠心集團,5.6億,8.6億,1.4億,4.4千萬,0.31,0.05,-83.43%,-,-3.3億,88.89%,178,1988/06/21,N/A,工業
00126.hk,佳寧娜,30.9億,33.9億,1.4億,7.6千萬,2.16,0.09,-96.01%,-,-3.9億,78.91%,153,1991/11/01,N/A,飲食酒店及旅遊
00482.hk,聖馬丁國際,-2.9億,9.2百萬,1.4億,1.3億,0.04,0.55,1365.26%,-,-2.7億,94.59%,121,2005/05/12,1.08,電子
00637.hk,利記,7.9億,10.9億,1.4億,3.9千萬,1.31,0.17,-86.83%,-,-8.0千萬,83.87%,162,2006/10/04,2.67,金屬及採礦
00733.hk,合富輝煌,10.4億,13.4億,1.4億,9.4千萬,1.98,0.19,-90.41%,-,-11.1億,81.5%,97,2004/07/15,1.5,地產
00759.hk,CEC INT'L HOLD,4.1億,7.1億,1.4億,4.7千萬,1.07,0.21,-79.82%,-,-7.4千萬,88.45%,152,1999/11/15,1.1,零售及貿易
00851.hk,盛源控股,1.2億,4.2億,1.4億,4.3千萬,0.47,0.16,-66.04%,-,1.4千萬,92.09%,153,1998/12/02,1.13,金融證券
00947.hk,摩比發展,3.0億,6.0億,1.4億,9.8千萬,0.75,0.18,-76.25%,-,-3.0億,64.87%,183,2009/12/17,3.38,科技
01002.hk,威鋮國際,6.3億,9.3億,1.4億,6.3千萬,0.33,0.05,-84.75%,-,-3.9千萬,81.99%,119,2002/02/08,0.43,電子
01281.hk,鑫達投資控股,9.7億,12.7億,1.4億,1.4億,0.85,0.10,-88.74%,-,-3.2千萬,85.59%,107,2012/01/12,0.9,公用事業
01421.hk,恒昌集團國際,1.2億,4.2億,1.4億,1.3億,2.09,0.69,-67.06%,-,-1.3億,48.37%,132,2013/12/30,0.5,建築及建築材料
01636.hk,中國金屬利用,-50.8億,-47.8億,1.4億,8.9千萬,N/A,0.31,N/A,-,-69.7億,79.85%,134,2014/02/21,1.13,金屬及採礦
01991.hk,大洋集團,68.8萬,3.0億,1.4億,1.2億,1.75,0.78,-55.38%,-,-1.5億,73.92%,166,2007/06/08,3.5,工業
02012.hk,陽光油砂,N/A,N/A,1.4億,1.2億,N/A,0.21,N/A,-,-1.1億,55.04%,206,2012/03/01,4.86,石油化工
02266.hk,黎氏企業,N/A,N/A,1.4億,3.6千萬,N/A,0.34,N/A,-,1.4千萬,93.82%,99,2017/02/10,1.15,建築及建築材料
02393.hk,巨星醫療控股,4.4億,7.4億,1.4億,1.1億,0.32,0.06,-81.09%,-,8.8億,73.52%,115,2013/10/11,1.38,保健及生物科技
06838.hk,盈利時,9.3億,12.3億,1.4億,4.1千萬,2.04,0.23,-88.49%,-,-1.8千萬,89.37%,63,2011/07/20,1.87,零售及貿易
08098.hk,昌利控股,1.6億,2.6億,1.4億,3.6千萬,0.12,0.06,-52.32%,-,-1.5千萬,97.7%,97,2011/03/08,0.485,N/A
02221.hk,創業集團控股,3.5億,6.5億,1.4億,1.3億,2.85,0.55,-80.68%,-,-7.8千萬,69.77%,132,2014/09/19,0.86,建築及建築材料
03708.hk,世界數字經濟產業,1.5億,4.5億,1.4億,1.2億,0.63,0.19,-69.46%,-,43.0萬,67.96%,140,2015/01/14,0.6,建築及建築材料
03301.hk_depre,融信中國,-2.5百億,-2.5百億,1.4億,1.1億,N/A,0.09,N/A,-,-3.0百億,78.02%,150,2016/01/13,5.36,地產
01559.hk,均安控股,8.3千萬,3.8億,1.4億,7.8千萬,0.14,0.05,-62.57%,-,-2.4億,85.42%,114,2015/03/27,0.3,建築及建築材料
06068.hk,光正教育,7.8億,10.8億,1.4億,7.9千萬,0.50,0.06,-87.10%,-,1.6億,80.84%,151,2017/01/26,1.7,其他
02293.hk,百本醫護,2.5億,5.5億,1.4億,1.4億,1.38,0.36,-73.85%,-,9.5千萬,88.17%,92,2014/07/08,0.5,保健及生物科技
08365.hk,亦辰集團,1.5億,2.5億,1.4億,6.0千萬,1.25,0.74,-40.66%,-,-1.4億,82.95%,126,2017/05/26,0.68,N/A
01932.hk,中漆集團,3.5億,6.5億,1.4億,2.7千萬,0.65,0.14,-79.17%,-,-1.6億,95.13%,106,2017/07/10,0.86,石油化工
08483.hk,名仕快相,1.4千萬,1.1億,1.4億,1.4億,0.14,0.17,18.88%,-,2.7百萬,85.31%,90,2018/02/28,0.31,N/A
01721.hk,FSM HOLDINGS,10.0千萬,4.0億,1.4億,1.4億,0.40,0.14,-65.00%,-,-6.2百萬,90.62%,57,2018/07/16,0.53,金屬及採礦
01949.hk,佰達國際控股,4.4億,7.4億,1.4億,9.4千萬,3.22,0.59,-81.70%,-,-3.8億,74.16%,120,2019/07/16,1.25,科技
01343.hk,偉源控股,1.7億,4.7億,1.4億,6.6千萬,0.44,0.13,-71.19%,-,7.3百萬,84.15%,118,2020/03/12,0.48,建築及建築材料
06812.hk,永順控股香港,1.9億,4.9億,1.4億,2.4千萬,0.82,0.24,-71.05%,-,-2.6萬,90.92%,80,2017/03/16,0.42,工業
06909.hk,百得利控股,30.4億,33.4億,1.4億,1.4億,5.36,0.22,-95.93%,-,4.0千萬,85.79%,82,2021/07/15,4.4,零售及貿易
06913.hk,華南職業教育,18.1億,21.1億,1.4億,5.6千萬,1.58,0.11,-93.05%,-,1.5億,89.23%,91,2021/07/13,1.59,N/A
03301.hk,融信中國,-2.5百億,-2.5百億,1.4億,1.1億,N/A,0.09,N/A,-,-3.0百億,78.02%,150,2016/01/13,5.36,地產
00058.hk,新威國際,2.1千萬,3.2億,1.3億,3.6千萬,0.62,0.25,-60.03%,-,-1.4億,89.42%,162,1999/09/03,1.26,建築及建築材料
00174.hk,盛洋投資,37.6億,40.6億,1.3億,9.7千萬,5.56,0.17,-96.90%,-,-10.5億,93.18%,91,1988/10/05,N/A,地產
00397.hk,嬴集團,15.3億,18.3億,1.3億,1.3億,0.53,0.04,-92.71%,-,-3.1億,51.78%,261,1993/10/13,N/A,金融證券
00430.hk,東方興業控股,9.5億,12.5億,1.3億,4.6千萬,3.21,0.34,-89.26%,-,-5.5億,90.53%,157,1993/03/30,N/A,地產
00484.hk,雲遊控股,4.6億,7.6億,1.3億,8.6千萬,4.45,0.71,-84.05%,-,-1.4億,70.48%,186,2013/10/03,51.0,科技
00707.hk,亞洲電視控股,-5.7億,-2.7億,1.3億,1.2億,N/A,0.06,N/A,-,-4.8億,65.74%,217,2006/03/30,1.16,紡織及服飾製造
00821.hk,匯盈控股,4.0億,7.0億,1.3億,1.3億,1.90,0.45,-76.52%,-,-4.8億,56.54%,160,2001/04/09,0.7,金融證券
00859.hk,中昌國際控股,5.8億,8.8億,1.3億,1.3億,0.78,0.12,-84.97%,-,-4.5億,94.99%,106,2000/06/15,1.07,地產
01075.hk,首都信息,14.3億,17.3億,1.3億,1.3億,5.98,1.80,-69.91%,-,4.3千萬,51.51%,117,2001/12/21,0.48,科技
01229.hk,南南資源,2.6億,5.6億,1.3億,3.7千萬,0.73,0.17,-76.50%,-,1.1億,86.71%,134,1995/04/13,1.0,金屬及採礦
01239.hk,TEAMWAY INTL GP,-4.2億,-1.2億,1.3億,4.9千萬,N/A,0.30,N/A,-,-2.2億,87.33%,160,2011/11/18,1.25,工業
01616.hk,一元宇宙,1.9億,4.9億,1.3億,1.3億,0.23,0.06,-73.67%,-,-3.1億,66.22%,132,2012/07/12,1.1,影視及傳媒
01803.hk,北京體育文化,1.1億,4.1億,1.3億,N/A,2.40,0.08,-96.83%,-,-9.7千萬,N/A,122,2012/01/16,0.93,N/A
02223.hk,卡撒天嬌,3.6億,6.6億,1.3億,6.4千萬,2.57,0.55,-78.60%,-,-2.7千萬,84.6%,85,2012/11/23,1.5,工業
02307.hk,錦興國際控股,17.1億,20.1億,1.3億,6.7千萬,2.31,0.15,-93.49%,-,-2.1億,75.56%,109,2004/09/23,1.26,紡織及服飾製造
03332.hk,中生聯合,4.9億,7.9億,1.3億,1.3億,0.83,0.15,-81.94%,-,1.2億,87.15%,106,2014/01/15,2.0,保健及生物科技
01217.hk,中國創新投資,5.4億,8.4億,1.3億,1.3億,0.07,0.01,-84.72%,-,6.4千萬,61.73%,208,2002/08/28,0.25,金融證券
02908.hk,北京體育文化,1.1億,4.1億,1.3億,1.1億,2.40,0.77,-68.10%,-,-2.8億,67.77%,122,2026/08/24,N/A,飲食酒店及旅遊
01452.hk,迪諾斯環保,1.7億,4.7億,1.3億,9.8千萬,0.61,0.17,-72.87%,-,-8.7千萬,83.63%,109,2015/11/12,2.1,工業
02113.hk,世紀集團國際,-1.8千萬,2.8億,1.3億,1.3億,0.35,0.18,-48.12%,-,-1.5千萬,75.64%,91,2016/10/17,0.7,建築及建築材料
01575.hk,皇庭智家,-4.0億,-10.0千萬,1.3億,6.5千萬,N/A,0.03,N/A,-,-2.2億,92.8%,102,2017/01/12,1.05,工業
02281.hk,興瀘水務,34.9億,37.9億,1.3億,1.3億,4.41,0.61,-86.18%,-,5.4億,73.56%,104,2017/03/31,2.3,公用事業
03768.hk,滇池水務,63.1億,66.1億,1.3億,1.3億,6.43,0.40,-93.85%,-,8.5億,73.84%,110,2017/04/06,3.91,公用事業
08480.hk,飛霓控股,N/A,N/A,1.3億,7.4千萬,N/A,0.14,N/A,-,4.9千萬,89.0%,78,2017/10/16,0.5,N/A
02122.hk,凱知樂國際,-2.0億,1.0億,1.3億,8.4千萬,0.08,0.10,29.40%,-,-5.9億,85.41%,139,2017/11/10,1.55,工業
01598.hk,２１世紀教育,9.5億,12.5億,1.3億,1.3億,1.07,0.11,-89.67%,-,1.1億,86.11%,142,2018/05/29,1.13,其他
02682.hk,潤利海事,2.8億,5.8億,1.3億,5.2千萬,0.58,0.13,-77.05%,-,5.1千萬,82.28%,109,2019/03/18,0.5,物流運輸
01871.hk,向中國際,2.1億,5.1億,1.3億,4.9千萬,1.16,0.30,-74.13%,-,-2.9千萬,87.14%,91,2019/10/24,1.28,其他
06928.hk,萬馬控股,N/A,N/A,1.3億,3.0千萬,N/A,0.17,N/A,-,-1.7千萬,89.95%,112,2017/07/13,0.73,工業
01971.hk,弘陽服務,10.1億,13.1億,1.3億,3.9千萬,3.15,0.32,-89.99%,-,-1.6千萬,89.4%,106,2020/07/07,4.15,地產
00185.hk,正商實業,5.1千萬,3.5億,1.2億,1.2億,0.18,0.07,-64.59%,-,-58.0億,90.95%,199,1972/12/20,N/A,地產
00223.hk,易生活控股,6.2千萬,3.6億,1.2億,7.4千萬,0.22,0.07,-68.03%,-,-1.3億,74.01%,182,2002/04/10,1.0,N/A
00262.hk,迪臣發展國際,12.3億,15.3億,1.2億,7.6千萬,1.04,0.08,-92.25%,-,-1.5億,78.09%,140,1997/06/10,1.0,地產
00328.hk,ALCO HOLDINGS,-6.8千萬,2.3億,1.2億,1.2億,0.81,0.43,-46.40%,-,5.4億,61.19%,154,1992/11/27,N/A,科技
00379.hk,恒嘉融資租賃,4.2億,7.2億,1.2億,8.9千萬,0.42,0.07,-82.77%,-,-2.1億,83.31%,200,2002/11/13,0.25,保健及生物科技
00540.hk,迅捷環球控股,9.4千萬,3.9億,1.2億,1.2億,0.66,0.20,-69.56%,-,2.0千萬,82.76%,82,2013/01/15,0.82,紡織及服飾製造
00572.hk,未來世界控股,8.2億,11.2億,1.2億,8.2千萬,3.72,0.40,-89.38%,-,-1.9億,90.08%,212,2003/07/02,1.23,飲食酒店及旅遊
00726.hk,築友智造科技,-1.5億,1.5億,1.2億,1.1億,0.05,0.04,-24.59%,-,-20.6億,86.77%,202,1991/07/25,N/A,建築及建築材料
00832.hk,建業地產,-1.0百億,-1.0百億,1.2億,1.2億,N/A,0.04,N/A,-,-1.0百億,84.09%,140,2008/06/06,2.75,地產
00889.hk,連達科技控股,7.2億,10.2億,1.2億,4.0千萬,3.20,0.38,-88.26%,-,-10.0千萬,85.12%,118,2001/06/22,1.0,電子
00980.hk,聯華超市,-1.5億,1.5億,1.2億,1.2億,0.10,0.32,214.02%,-,-14.7億,60.76%,128,2003/06/27,3.875,零售及貿易
01047.hk,毅興行,5.1億,8.1億,1.2億,5.1千萬,2.20,0.34,-84.74%,-,-7.0千萬,77.58%,101,1994/04/25,1.36,石油化工
01165.hk,順風清潔能源,-25.4億,-22.4億,1.2億,1.2億,N/A,0.02,N/A,-,-11.5億,50.4%,214,2011/07/13,1.11,公用事業
01220.hk,志道國際,2.1億,5.1億,1.2億,1.1億,0.25,0.06,-77.16%,-,-1.2億,60.15%,215,1997/09/23,1.0,建築及建築材料
01388.hk,安莉芳控股,15.5億,18.5億,1.2億,3.1千萬,4.38,0.27,-93.95%,-,-7.0億,88.81%,106,2006/12/18,3.62,紡織及服飾製造
01393.hk,恒鼎實業,5.5億,8.5億,1.2億,1.0億,0.18,0.02,-87.49%,-,-21.9億,77.9%,235,2007/09/21,6.83,金屬及採礦
01663.hk,漢港控股,19.0億,22.0億,1.2億,6.1千萬,0.89,0.05,-94.50%,-,7.7千萬,82.97%,100,2011/07/22,1.1,地產
02188.hk,泰坦能源技術,6.2億,9.2億,1.2億,1.2億,0.61,0.08,-86.65%,-,-1.3億,83.51%,145,2010/05/28,1.18,工業
02371.hk,創聯控股,1.6億,4.6億,1.2億,1.1億,0.67,0.20,-70.19%,-,-2.3億,59.49%,166,2004/11/18,0.55,金融證券
08021.hk,匯隆控股,9.4億,10.4億,1.2億,1.1億,1.45,0.17,-88.65%,-,-1.3億,77.24%,162,2001/12/07,0.38,N/A
08066.hk,品創控股,1.1億,2.1億,1.2億,8.3千萬,0.32,0.23,-27.13%,-,1.7千萬,70.82%,127,2001/12/20,0.47,N/A
08186.hk,浩盟控股,2.3千萬,1.2億,1.2億,8.8千萬,1.08,1.07,-0.85%,-,23.6萬,78.13%,181,2001/12/31,0.5,N/A
08237.hk,華星控股,1.1億,2.1億,1.2億,9.2千萬,1.03,0.58,-43.49%,-,-5.6千萬,85.91%,109,2014/07/07,1.75,N/A
08295.hk,金慧科技,5.4億,6.4億,1.2億,1.1億,0.13,0.03,-80.58%,-,-4.4億,86.98%,91,2010/06/18,0.2,N/A
01160.hk,金石資本集團,47.5萬,3.0億,1.2億,1.1億,1.27,0.49,-61.31%,-,-1.5千萬,78.83%,39,2004/04/02,1.0,金融證券
08360.hk,簡樸新生活,-4.2千萬,5.8千萬,1.2億,9.7千萬,0.16,0.38,132.10%,-,-6.0千萬,84.5%,91,2016/07/12,0.64,N/A
01572.hk,中國藝術金融,12.9億,15.9億,1.2億,1.2億,0.94,0.07,-92.15%,-,1.6千萬,77.44%,114,2016/11/08,0.75,金融證券
01581.hk,進昇集團控股,3.1億,6.1億,1.2億,1.2億,1.47,0.29,-79.97%,-,5.6千萬,83.67%,126,2016/12/08,0.6,建築及建築材料
08062.hk,俊盟國際,1.3億,2.3億,1.2億,8.9千萬,0.48,0.25,-48.68%,-,3.7千萬,87.59%,86,2016/12/15,0.56,N/A
01518.hk,新世紀醫療,5.0億,8.0億,1.2億,9.6千萬,1.63,0.24,-85.28%,-,1.5千萬,81.99%,91,2017/01/18,7.36,保健及生物科技
01655.hk,OKURA HOLDINGS,N/A,N/A,1.2億,5.6千萬,N/A,0.16,N/A,-,66.1億,71.67%,112,2017/05/15,1.2,飲食酒店及旅遊
02048.hk,易居企業控股,-98.1億,-95.1億,1.2億,1.1億,N/A,0.03,N/A,-,-34.0億,64.27%,189,2018/07/20,14.38,地產
01894.hk,恒益控股,2.0億,5.0億,1.2億,1.1億,2.14,0.51,-76.21%,-,-2.8千萬,56.02%,135,2018/10/12,0.85,建築及建築材料
00924.hk,坤集團,6.2千萬,3.6億,1.2億,1.2億,0.36,0.12,-65.78%,-,-3.7百萬,91.96%,54,2019/07/05,0.5,建築及建築材料
06918.hk,九泰數智,3.0億,6.0億,1.2億,1.0億,0.68,0.14,-79.91%,-,-2.6億,66.67%,104,2020/03/18,1.38,N/A
06999.hk,領地控股,2.2億,5.2億,1.2億,4.9千萬,0.51,0.12,-76.95%,-,-83.7億,89.57%,103,2020/12/10,5.69,地產
02152.hk,蘇新服務,9.9億,12.9億,1.2億,1.2億,12.81,4.79,-62.61%,-,2.3億,98.69%,42,2022/08/24,8.6,地產
06610.hk,飛天雲動,12.9億,15.9億,1.2億,9.3千萬,12.19,0.95,-92.21%,-,-1.6億,66.89%,167,2022/10/18,2.21,科技
02593.hk,草姬集團,1.4億,4.4億,1.2億,3.1千萬,3.33,0.94,-71.93%,-,2.9千萬,88.99%,114,2024/12/19,3.75,保健及生物科技
00007.hk,智富資源投資,20.9億,23.9億,1.1億,8.3千萬,0.71,0.03,-95.51%,-,-18.1億,65.41%,177,2000/09/08,1.2,電子
00070.hk,金粵控股,9.6億,12.6億,1.1億,4.7千萬,0.65,0.06,-91.39%,-,-1.6億,87.16%,189,N/A,N/A,金融證券
00075.hk,渝太地產,4.1億,7.1億,1.1億,1.1億,0.89,0.14,-84.77%,-,-3.8億,74.14%,213,1984/11/12,N/A,地產
00269.hk,中國資源交通,-1.1百億,-1.1百億,1.1億,1.0億,N/A,0.01,N/A,-,13.9億,44.69%,289,1973/03/19,N/A,基建
00312.hk,歲寶百貨,7.6億,10.6億,1.1億,1.1億,0.43,0.05,-89.21%,-,-5.2億,86.41%,182,2010/11/17,2.2,零售及貿易
00381.hk,權識國際,3.2億,6.2億,1.1億,8.3千萬,0.47,0.07,-83.99%,-,-1.7億,63.6%,213,2001/01/22,1.0,工業
00438.hk,彩虹新能源,7.9億,10.9億,1.1億,1.1億,6.21,1.26,-79.71%,-,-12.8億,72.79%,157,2004/12/20,1.58,工業
00456.hk,新城市建設發展,1.8億,4.8億,1.1億,6.7千萬,2.26,0.48,-78.72%,-,-4.7億,89.8%,151,1993/07/14,N/A,地產
00544.hk,大同集團,-1.8億,1.2億,1.1億,2.6千萬,0.95,0.91,-4.35%,-,-1.1億,88.86%,181,1989/12/14,N/A,物流運輸
00702.hk,中國油氣控股,-3.2億,-1.8千萬,1.1億,9.2千萬,N/A,0.03,N/A,-,-24.3億,72.07%,221,2000/02/09,0.8,石油化工
00794.hk,錦勝集團（控股）,5.2億,8.2億,1.1億,1.1億,2.46,0.34,-86.19%,-,-1.4千萬,87.05%,79,2009/02/26,1.12,工業
00834.hk,盛融控股,6.0億,9.0億,1.1億,1.0億,1.98,0.26,-87.14%,-,-5.1千萬,90.34%,94,2008/12/22,N/A,食品及飲料製造
00841.hk,木薯資源,5.3億,8.3億,1.1億,4.8千萬,1.42,0.18,-87.30%,-,-2.4億,81.24%,148,2009/03/23,1.02,工業
00948.hk,阿爾法企業,2.7千萬,3.3億,1.1億,9.1千萬,0.79,0.25,-68.50%,-,-2.4億,91.42%,122,2010/03/01,1.8,食品及飲料製造
01181.hk,唐宮中國,1.5億,4.5億,1.1億,6.1千萬,0.42,0.10,-76.21%,-,-4.0千萬,89.01%,105,2011/04/19,1.65,飲食酒店及旅遊
01680.hk,澳門勵駿,19.7億,22.7億,1.1億,9.4千萬,2.44,0.11,-95.37%,-,-21.9億,81.92%,202,2013/07/05,2.35,飲食酒店及旅遊
02330.hk,中國上城,1.3億,4.3億,1.1億,8.3千萬,0.95,0.24,-75.10%,-,-1.5億,70.72%,121,2001/02/08,0.78,地產
02340.hk,昇柏控股,1.0億,4.0億,1.1億,1.1億,0.53,0.14,-74.02%,-,-9.8千萬,82.58%,158,2003/10/09,0.75,建築及建築材料
02882.hk,金至尊集團,-5.7億,-2.7億,1.1億,1.1億,N/A,0.39,N/A,-,-2.3億,89.34%,217,2003/06/30,0.88,零售及貿易
08007.hk,環球戰略集團,1.5千萬,1.2億,1.1億,1.0億,0.51,0.48,-4.69%,-,-4.7千萬,69.4%,284,2000/04/17,1.2,N/A
08348.hk,濱海泰達物流,10.1億,11.1億,1.1億,1.0億,3.13,0.27,-91.37%,-,46.8萬,92.51%,68,2008/04/30,1.98,N/A
08372.hk,君百延集團,1.2億,2.2億,1.1億,1.1億,0.27,0.15,-46.13%,-,1.7千萬,87.28%,90,2018/03/29,0.335,N/A
00356.hk,鼎立資本,7.4千萬,3.7億,1.1億,1.0億,1.86,0.54,-71.18%,-,-3.8千萬,84.99%,123,2002/06/07,1.0,金融證券
01470.hk,富一國際控股,3.0千萬,3.3億,1.1億,1.1億,0.41,0.11,-74.03%,-,4.0百萬,86.74%,119,2015/05/12,0.68,N/A
02900.hk,驢跡科技,14.1億,17.1億,1.1億,N/A,33.77,1.85,-94.52%,-,0.0,N/A,3,2026/07/29,N/A,科技
01549.hk,永豐集團控股,2.1億,5.1億,1.1億,1.1億,0.33,0.07,-78.52%,-,-1.1百萬,81.52%,131,2016/07/06,0.315,物流運輸
08160.hk,GOLDWAY EDU,4.1千萬,1.4億,1.1億,8.4千萬,0.66,0.57,-13.32%,-,-1.9千萬,91.17%,118,2016/12/02,0.205,N/A
08411.hk,K W NELSON GP,4.3千萬,1.4億,1.1億,1.1億,0.14,0.11,-20.28%,-,-5.9百萬,88.82%,93,2016/12/08,0.2,N/A
02203.hk,腦洞科技,-9.2千萬,2.1億,1.1億,1.1億,0.26,0.13,-48.85%,-,-2.0億,85.01%,121,2015/10/09,0.3,科技
08436.hk,德寶集團控股,2.5億,3.5億,1.1億,1.1億,0.88,0.27,-69.85%,-,2.8千萬,84.85%,92,2017/10/27,0.69,N/A
01727.hk,河北建設,65.2億,68.2億,1.1億,7.2千萬,3.87,0.25,-93.65%,-,-2.8億,66.43%,172,2017/12/15,4.46,建築及建築材料
01711.hk,歐化,2.2千萬,3.2億,1.1億,2.9千萬,0.40,0.14,-63.93%,-,-6.6千萬,83.32%,116,2018/01/29,0.56,工業
08473.hk,彌明生活百貨,7.6千萬,1.8億,1.1億,6.3千萬,0.16,0.11,-30.06%,-,2.0千萬,88.49%,106,2018/02/12,0.27,N/A
01671.hk,天保能源,3.8億,6.8億,1.1億,1.1億,4.28,0.65,-84.93%,-,1.4千萬,85.68%,111,2018/04/27,1.9,公用事業
01968.hk,興紡控股,2.1億,5.1億,1.1億,2.8千萬,0.80,0.16,-80.27%,-,-1.0億,89.86%,104,2018/07/16,1.12,紡織及服飾製造
01758.hk,博駿教育,3.5千萬,3.3億,1.1億,8.3千萬,0.37,0.12,-67.62%,-,5.1千萬,91.2%,97,2018/07/31,2.36,其他
01741.hk,成志控股,1.5千萬,3.2億,1.1億,6.4千萬,0.39,0.13,-67.77%,-,-2.4千萬,79.89%,84,2018/10/16,0.625,建築及建築材料
01134.hk,恒發光學,1.5億,4.5億,1.1億,4.6千萬,0.90,0.22,-75.47%,-,-3.5千萬,78.55%,109,2019/07/16,1.0,紡織及服飾製造
03603.hk,信基沙溪,13.4億,16.4億,1.1億,1.0億,1.10,0.08,-92.98%,-,-2.9億,64.31%,92,2019/11/08,1.0,地產
01472.hk,生興控股,2.8億,5.8億,1.1億,4.3千萬,0.58,0.10,-82.30%,-,-1.5千萬,79.96%,126,2020/03/17,0.5,建築及建築材料
06988.hk,樂享集團,4.8億,7.8億,1.1億,7.7千萬,0.33,0.05,-85.65%,-,-20.1億,70.66%,210,2020/09/23,2.88,影視及傳媒
02170.hk,貝康醫療－Ｂ,10.9億,13.9億,1.1億,1.1億,5.07,1.30,-74.38%,-,-7.1億,41.74%,188,2021/02/08,27.36,保健及生物科技
06911.hk,瀾滄古茶,7.4億,10.4億,1.1億,8.7千萬,6.92,1.96,-71.67%,-,-3.4億,81.09%,64,2023/12/22,10.7,食品及飲料製造
02529.hk,泓盈城市服務,4.8億,7.8億,1.1億,1.1億,4.87,2.80,-42.55%,-,2.4億,82.87%,58,2024/05/17,3.2,地產
00072.hk,超媒體控股,1.6億,4.6億,10.0千萬,7.3千萬,1.05,0.24,-76.86%,-,-9.7千萬,90.63%,93,2009/09/09,1.29,影視及傳媒
00197.hk,亨泰,5.6億,8.6億,1.0億,1.0億,4.11,0.48,-88.32%,-,-5.3億,50.03%,226,2001/12/03,0.01,食品及飲料製造
00276.hk,蒙古能源,-35.6億,-32.6億,1.0億,9.7千萬,N/A,0.53,N/A,-,3.0億,63.09%,286,1972/08/23,N/A,金屬及採礦
00764.hk,永恒策略,7.8億,10.8億,1.0億,9.4千萬,2.69,0.25,-90.71%,-,-10.3億,81.5%,241,2000/02/15,1.33,綜合企業
01129.hk,中國水業集團,6.5億,9.5億,1.0億,1.0億,1.50,0.16,-89.12%,-,-8.4億,83.88%,197,2002/01/17,0.5,公用事業
01150.hk,米蘭站,7.3千萬,3.7億,1.0億,9.7千萬,0.35,0.11,-69.96%,-,-5.3千萬,69.47%,164,2011/05/23,1.67,零售及貿易
01172.hk,融太集團,9.2千萬,3.9億,1.0億,1.0億,0.07,0.02,-73.49%,-,-2.0億,80.12%,148,1996/06/12,1.18,N/A
